frame_index,shape,color_mask,cx,cy,area
1432,quadrilateral,bright_green,1172,680,26956
1433,quadrilateral,red,1295,422,30008
1433,circle,yellow,277,334,32956
1433,quadrilateral,blue,359,487,19246
1433,pentagon,magenta,883,290,36559
1433,quadrilateral,bright_green,1163,641,26839
1434,quadrilateral,red,1303,432,29896
1434,circle,yellow,259,357,32940
1434,triangle,blue,355,497,19547
1434,pentagon,magenta,867,278,36508
1434,quadrilateral,bright_green,1154,603,26843
1435,quadrilateral,red,1311,442,29942
1435,circle,yellow,247,380,32968
1435,triangle,blue,351,508,19671
1435,pentagon,magenta,852,266,36534
1435,quadrilateral,bright_green,1145,567,26951
1436,quadrilateral,red,1317,452,29971
1436,circle,yellow,243,405,32929
1436,pentagon,blue,349,521,18662
1436,pentagon,magenta,836,254,36557
1436,quadrilateral,bright_green,1136,529,26878
1437,quadrilateral,red,1325,462,29985
1437,circle,yellow,240,430,32976
1437,pentagon,blue,348,534,17925
1437,pentagon,magenta,819,242,36494
1437,quadrilateral,bright_green,1128,490,27108
1438,quadrilateral,red,1335,471,29887
1438,circle,yellow,252,452,32968
1438,pentagon,blue,349,556,14962
1438,pentagon,magenta,801,232,36616
1438,quadrilateral,bright_green,1119,452,27075
1439,quadrilateral,red,1343,481,30056
1439,circle,yellow,279,472,32932
1439,pentagon,blue,349,582,11085
1439,pentagon,magenta,783,222,36509
1439,quadrilateral,bright_green,1110,415,26930
1440,quadrilateral,red,1353,490,30012
1440,circle,yellow,313,487,32914
1440,pentagon,blue,340,602,8378
1440,pentagon,magenta,764,212,36612
1440,quadrilateral,bright_green,1101,377,26973
1441,quadrilateral,red,1361,500,29995
1441,circle,yellow,353,497,32927
1441,pentagon,blue,322,613,8789
1441,pentagon,magenta,744,202,36375
1441,quadrilateral,bright_green,1093,340,27041
1442,quadrilateral,red,1369,509,29880
1442,circle,yellow,396,503,32962
1442,pentagon,blue,315,611,12382
1442,pentagon,magenta,721,197,36260
1442,quadrilateral,bright_green,1084,303,27223
1443,quadrilateral,red,1379,518,29965
1443,circle,yellow,440,504,32991
1443,quadrilateral,blue,321,598,18933
1443,pentagon,magenta,696,195,36342
1443,quadrilateral,bright_green,1076,265,26988
1444,quadrilateral,red,1387,528,29974
1444,circle,yellow,484,500,33044
1444,triangle,blue,323,605,21018
1444,pentagon,magenta,671,194,36418
1444,quadrilateral,bright_green,1068,226,26894
1445,quadrilateral,red,1397,536,29937
1445,circle,yellow,527,496,32994
1445,triangle,blue,320,616,20839
1445,pentagon,magenta,646,193,36279
1445,quadrilateral,bright_green,1059,189,26903
1446,quadrilateral,red,1407,545,29891
1446,circle,yellow,524,477,32999
1446,triangle,blue,318,627,20946
1446,pentagon,magenta,623,196,36497
1446,quadrilateral,bright_green,1050,151,26977
1447,quadrilateral,red,1415,554,30009
1447,circle,yellow,488,464,33035
1447,triangle,blue,317,638,20789
1447,pentagon,magenta,601,203,36290
1447,quadrilateral,bright_green,1041,121,26966
1448,quadrilateral,red,1426,563,30046
1448,circle,yellow,446,467,33003
1448,triangle,blue,316,649,20954
1448,pentagon,magenta,579,210,36481
1448,quadrilateral,bright_green,1027,159,26910
1449,quadrilateral,red,1435,571,29913
1449,circle,yellow,417,486,32995
1449,triangle,blue,315,660,20753
1449,pentagon,magenta,558,217,36226
1449,quadrilateral,bright_green,1013,195,26876
1450,quadrilateral,red,1445,580,29994
1450,circle,yellow,393,507,32952
1450,quadrilateral,blue,314,675,20205
1450,pentagon,magenta,540,226,36493
1450,quadrilateral,bright_green,999,233,26888
1451,quadrilateral,red,1457,588,29985
1451,circle,yellow,369,528,32983
1451,quadrilateral,blue,313,692,18501
1451,pentagon,magenta,523,236,36421
1451,quadrilateral,bright_green,985,269,26961
1452,quadrilateral,red,1468,595,29961
1452,circle,yellow,355,551,32933
1452,quadrilateral,blue,311,709,17287
1452,pentagon,magenta,509,248,36517
1452,quadrilateral,bright_green,972,307,26967
1453,quadrilateral,red,1481,602,29911
1453,circle,yellow,343,575,32924
1453,pentagon,blue,310,725,15540
1453,pentagon,magenta,496,258,36364
1453,quadrilateral,bright_green,958,345,27047
1454,quadrilateral,red,1493,609,29878
1454,circle,yellow,332,599,32957
1454,pentagon,blue,309,741,13741
1454,pentagon,magenta,485,270,36425
1454,quadrilateral,bright_green,943,381,26772
1455,quadrilateral,red,1507,616,30021
1455,circle,yellow,322,623,32965
1455,pentagon,blue,309,758,12319
1455,pentagon,magenta,475,282,36365
1455,quadrilateral,bright_green,930,418,26912
1456,quadrilateral,red,1521,621,29899
1456,circle,yellow,317,648,32928
1456,pentagon,blue,310,773,10285
1456,pentagon,magenta,466,295,36324
1456,quadrilateral,bright_green,916,456,26859
1457,quadrilateral,red,1537,626,29955
1457,circle,yellow,318,672,32952
1457,pentagon,blue,309,789,8218
1457,pentagon,magenta,458,308,36513
1457,quadrilateral,bright_green,902,493,26850
1458,quadrilateral,red,1553,630,29968
1458,circle,yellow,328,697,32907
1458,pentagon,blue,302,803,6228
1458,pentagon,magenta,450,320,36451
1458,quadrilateral,bright_green,887,531,26820
1459,quadrilateral,red,1569,633,29927
1459,circle,yellow,348,719,32932
1459,polygon,blue,284,812,5489
1459,pentagon,magenta,443,332,36492
1459,quadrilateral,bright_green,874,567,26822
1460,quadrilateral,red,1585,636,29991
1460,circle,yellow,375,738,32930
1460,quadrilateral,blue,266,808,6076
1460,pentagon,magenta,435,344,36447
1460,quadrilateral,bright_green,860,605,26831
1461,quadrilateral,red,1602,636,30019
1461,circle,yellow,411,753,32960
1461,pentagon,blue,286,790,11751
1461,pentagon,magenta,427,356,36300
1461,quadrilateral,bright_green,846,643,26836
1462,quadrilateral,red,1619,635,29989
1462,circle,yellow,453,760,32944
1462,pentagon,blue,308,796,17867
1462,pentagon,magenta,421,369,36332
1462,quadrilateral,bright_green,831,679,26838
1463,quadrilateral,red,1635,634,29932
1463,circle,yellow,497,761,32974
1463,triangle,blue,321,807,20956
1463,pentagon,magenta,419,382,36432
1463,quadrilateral,bright_green,817,717,26927
1464,quadrilateral,red,1651,633,30008
1464,circle,yellow,541,760,33001
1464,triangle,blue,326,817,20999
1464,pentagon,magenta,418,394,36357
1464,quadrilateral,bright_green,802,753,26748
1465,quadrilateral,red,1667,631,29957
1465,circle,yellow,577,749,32957
1465,triangle,blue,335,825,20886
1465,pentagon,magenta,417,408,36590
1465,quadrilateral,bright_green,788,791,26763
1466,quadrilateral,red,1683,628,29968
1466,circle,yellow,605,731,32459
1466,triangle,blue,348,833,21122
1466,pentagon,magenta,415,420,36485
1466,quadrilateral,bright_green,774,827,26833
1467,quadrilateral,red,1699,624,29962
1467,circle,yellow,602,707,33019
1467,triangle,blue,362,838,20720
1467,pentagon,magenta,414,432,36391
1467,quadrilateral,bright_green,760,865,26799
1468,quadrilateral,red,1711,619,29950
1468,circle,yellow,585,684,33004
1468,triangle,blue,377,843,20867
1468,pentagon,magenta,413,445,36311
1468,quadrilateral,bright_green,746,903,26834
1469,quadrilateral,red,1723,613,29883
1469,circle,yellow,552,668,33039
1469,triangle,blue,392,849,21010
1469,pentagon,magenta,413,458,36607
1469,quadrilateral,bright_green,733,933,26842
1470,quadrilateral,red,1735,606,29997
1470,circle,yellow,509,666,32885
1470,triangle,blue,407,853,20922
1470,pentagon,magenta,415,470,36481
1470,quadrilateral,bright_green,726,895,26831
1471,quadrilateral,red,1745,599,29961
1471,circle,yellow,466,676,31910
1471,quadrilateral,blue,423,862,20059
1471,pentagon,magenta,418,482,36474
1471,quadrilateral,bright_green,718,857,26680
1472,quadrilateral,red,1757,593,29958
1472,circle,yellow,425,687,31358
1472,quadrilateral,blue,440,868,19193
1472,pentagon,magenta,421,494,36374
1472,quadrilateral,bright_green,714,819,26706
1473,quadrilateral,red,1765,585,30031
1473,circle,yellow,395,702,31901
1473,quadrilateral,blue,457,869,19417
1473,pentagon,magenta,426,506,36490
1473,quadrilateral,bright_green,710,781,26659
1474,quadrilateral,red,1775,578,29967
1474,circle,yellow,369,720,32739
1474,triangle,blue,474,863,20593
1474,pentagon,magenta,433,517,36567
1474,quadrilateral,bright_green,706,743,26793
1475,quadrilateral,red,1784,571,29923
1475,circle,yellow,347,740,32993
1475,triangle,blue,491,862,20794
1475,pentagon,magenta,444,528,36554
1475,quadrilateral,bright_green,702,705,26700
1476,quadrilateral,red,1793,564,29917
1476,circle,yellow,332,764,33035
1476,triangle,blue,507,862,20694
1476,pentagon,magenta,458,536,36459
1476,quadrilateral,bright_green,698,667,26811
1477,quadrilateral,red,1801,556,29977
1477,circle,yellow,323,788,32991
1477,triangle,blue,524,863,21060
1477,pentagon,magenta,476,543,36316
1477,quadrilateral,bright_green,694,629,26753
1478,quadrilateral,red,1809,549,29930
1478,circle,yellow,318,812,33023
1478,triangle,blue,541,863,21015
1478,pentagon,magenta,495,548,36486
1478,quadrilateral,bright_green,690,591,26768
1479,quadrilateral,red,1817,541,30037
1479,circle,yellow,321,837,32983
1479,triangle,blue,557,861,20918
1479,pentagon,magenta,514,552,36342
1479,pentagon,bright_green,701,552,23172
1480,quadrilateral,red,1823,534,30014
1480,circle,yellow,332,861,33017
1480,triangle,blue,573,859,20879
1480,pentagon,magenta,533,556,36402
1480,polygon,bright_green,703,510,21274
1481,quadrilateral,red,1831,526,30001
1481,circle,yellow,352,883,33015
1481,triangle,blue,589,857,20898
1481,pentagon,magenta,553,560,36299
1481,polygon,bright_green,697,469,21523
1482,quadrilateral,red,1837,518,29976
1482,circle,yellow,379,903,32990
1482,triangle,blue,605,856,20900
1482,pentagon,magenta,572,565,36341
1482,pentagon,bright_green,687,434,23588
1483,quadrilateral,red,1843,510,29996
1483,circle,yellow,410,920,33063
1483,triangle,blue,621,853,20958
1483,pentagon,magenta,591,568,36374
1483,polygon,bright_green,676,399,25937
1484,quadrilateral,red,1847,503,29753
1484,circle,yellow,446,935,32993
1484,triangle,blue,637,851,20666
1484,pentagon,magenta,610,572,36415
1484,quadrilateral,bright_green,671,363,26706
1485,quadrilateral,red,1850,495,28760
1485,circle,yellow,485,947,32945
1485,quadrilateral,blue,654,847,20333
1485,pentagon,magenta,629,576,36536
1485,quadrilateral,bright_green,668,325,26836
1486,quadrilateral,red,1852,487,27858
1486,circle,yellow,524,958,33020
1486,quadrilateral,blue,672,842,19574
1486,pentagon,magenta,649,578,36416
1486,quadrilateral,bright_green,663,287,26808
1487,quadrilateral,red,1854,479,26865
1487,circle,yellow,565,968,32984
1487,quadrilateral,blue,688,839,19233
1487,pentagon,magenta,668,580,36414
1487,quadrilateral,bright_green,656,251,26773
1488,quadrilateral,red,1856,471,26065
1488,circle,yellow,606,973,33074
1488,quadrilateral,blue,703,833,18646
1488,pentagon,magenta,688,582,36333
1488,quadrilateral,bright_green,638,241,26943
1489,quadrilateral,red,1859,463,24937
1489,circle,yellow,650,970,33026
1489,pentagon,blue,717,825,17606
1489,pentagon,magenta,707,584,36462
1489,quadrilateral,bright_green,625,277,26731
1490,quadrilateral,red,1861,456,24154
1490,circle,yellow,694,967,32940
1490,pentagon,blue,727,819,17325
1490,pentagon,magenta,726,586,36429
1490,quadrilateral,bright_green,613,315,26789
1491,quadrilateral,red,1863,448,23183
1491,circle,yellow,738,963,32962
1491,quadrilateral,blue,733,815,17618
1491,pentagon,magenta,746,586,36330
1491,quadrilateral,bright_green,600,352,26749
1492,quadrilateral,red,1865,440,22347
1492,circle,yellow,781,959,32929
1492,pentagon,blue,740,810,17594
1492,pentagon,magenta,765,588,36501
1492,quadrilateral,bright_green,587,389,26809
1493,quadrilateral,red,1867,433,21484
1493,circle,yellow,823,951,32974
1493,pentagon,blue,750,807,17851
1493,pentagon,magenta,784,588,36391
1493,quadrilateral,bright_green,574,427,26924
1494,quadrilateral,red,1870,425,20379
1494,circle,yellow,861,938,32977
1494,pentagon,blue,762,803,18013
1494,pentagon,magenta,803,590,36545
1494,quadrilateral,bright_green,561,465,26837
1495,quadrilateral,red,1872,418,19543
1495,circle,yellow,895,922,32976
1495,pentagon,blue,775,800,18222
1495,pentagon,magenta,822,590,36396
1495,quadrilateral,bright_green,548,501,26748
1496,quadrilateral,red,1874,410,18715
1496,circle,yellow,927,905,32956
1496,pentagon,blue,788,798,18470
1496,pentagon,magenta,841,591,36284
1496,quadrilateral,bright_green,535,539,26809
1497,quadrilateral,red,1876,403,17863
1497,circle,yellow,955,886,33002
1497,pentagon,blue,802,795,18590
1497,pentagon,magenta,860,590,36480
1497,quadrilateral,bright_green,522,576,26741
1498,quadrilateral,red,1878,396,17056
1498,circle,yellow,982,866,33022
1498,pentagon,blue,817,792,18862
1498,pentagon,magenta,878,588,36387
1498,quadrilateral,bright_green,507,613,26717
1499,quadrilateral,red,1880,388,16067
1499,circle,yellow,1005,845,32952
1499,pentagon,blue,831,790,19058
1499,pentagon,magenta,896,586,36391
1499,quadrilateral,bright_green,491,651,26778
1500,quadrilateral,red,1882,381,15189
1500,circle,yellow,1019,821,32979
1500,pentagon,blue,844,787,19194
1500,pentagon,magenta,914,584,36385
1500,quadrilateral,bright_green,476,687,26808
1501,quadrilateral,red,1884,374,14395
1501,circle,yellow,1030,797,32990
1501,pentagon,blue,857,783,19019
1501,pentagon,magenta,932,582,36346
1501,quadrilateral,bright_green,461,725,26739
1502,quadrilateral,red,1886,367,13566
1502,circle,yellow,1041,775,32645
1502,quadrilateral,blue,871,781,19427
1502,pentagon,magenta,950,580,36421
1502,quadrilateral,bright_green,445,761,26849
1503,quadrilateral,red,1888,360,12732
1503,circle,yellow,1035,788,32970
1503,quadrilateral,blue,877,774,17332
1503,pentagon,magenta,967,578,36416
1503,quadrilateral,bright_green,430,799,26778
1504,quadrilateral,red,1890,352,11901
1504,circle,yellow,1039,813,32956
1504,quadrilateral,blue,888,769,16907
1504,pentagon,magenta,984,576,36582
1504,quadrilateral,bright_green,415,835,26823
1505,quadrilateral,red,1892,345,11028
1505,circle,yellow,1057,836,32988
1505,quadrilateral,blue,905,766,17842
1505,pentagon,magenta,1002,574,36546
1505,quadrilateral,bright_green,399,872,26931
1506,quadrilateral,red,1894,338,10204
1506,circle,yellow,1075,858,32986
1506,quadrilateral,blue,922,765,19117
1506,pentagon,magenta,1018,570,36398
1506,quadrilateral,bright_green,393,861,26833
1507,quadrilateral,red,1896,332,9381
1507,circle,yellow,1094,881,32994
1507,quadrilateral,blue,939,764,19941
1507,pentagon,magenta,1034,566,36416
1507,quadrilateral,bright_green,391,823,26815
1508,quadrilateral,red,1898,325,8529
1508,circle,yellow,1119,901,32975
1508,triangle,blue,954,763,20765
1508,pentagon,magenta,1048,560,36546
1508,quadrilateral,bright_green,392,785,26752
1509,quadrilateral,red,1900,318,7835
1509,circle,yellow,1150,919,33043
1509,triangle,blue,968,761,21044
1509,pentagon,magenta,1060,553,36266
1509,quadrilateral,bright_green,394,747,26842
1510,quadrilateral,red,1900,311,7689
1510,circle,yellow,1187,933,33007
1510,triangle,blue,981,759,20906
1510,pentagon,magenta,1072,546,36441
1510,quadrilateral,bright_green,395,709,26727
1511,quadrilateral,red,1900,302,7672
1511,circle,yellow,1226,944,33065
1511,triangle,blue,994,760,20803
1511,pentagon,magenta,1083,539,36384
1511,quadrilateral,bright_green,397,671,26905
1512,quadrilateral,red,1901,297,7436
1512,circle,yellow,1268,952,33048
1512,triangle,blue,1008,759,20813
1512,pentagon,magenta,1095,532,36515
1512,quadrilateral,bright_green,399,633,26683
1513,quadrilateral,red,1901,290,7407
1513,circle,yellow,1309,961,33000
1513,triangle,blue,1021,760,20656
1513,pentagon,magenta,1106,524,36434
1513,quadrilateral,bright_green,401,595,26725
1514,quadrilateral,red,1901,283,7280
1514,circle,yellow,1350,970,33075
1514,triangle,blue,1034,761,20855
1514,pentagon,magenta,1117,518,36590
1514,quadrilateral,bright_green,402,557,26859
1515,quadrilateral,red,1901,276,7295
1515,circle,yellow,1393,968,32991
1515,triangle,blue,1047,764,20827
1515,pentagon,magenta,1127,510,36402
1515,quadrilateral,bright_green,404,519,26700
1516,quadrilateral,red,1901,269,7291
1516,circle,yellow,1435,962,33011
1516,triangle,blue,1058,768,20815
1516,pentagon,magenta,1138,503,36230
1516,quadrilateral,bright_green,406,481,26681
1517,quadrilateral,red,1901,262,7291
1517,circle,yellow,1478,955,33015
1517,triangle,blue,1068,773,21054
1517,pentagon,magenta,1148,496,36449
1517,quadrilateral,bright_green,407,443,26753
1518,quadrilateral,red,1901,255,7307
1518,circle,yellow,1521,949,32996
1518,triangle,blue,1077,778,20790
1518,pentagon,magenta,1158,488,36276
1518,quadrilateral,bright_green,409,405,26828
1519,quadrilateral,red,1901,248,7307
1519,circle,yellow,1563,941,32996
1519,triangle,blue,1085,783,20894
1519,pentagon,magenta,1169,482,36419
1519,quadrilateral,bright_green,410,367,26764
1520,quadrilateral,red,1901,243,7374
1520,circle,yellow,1603,931,32983
1520,triangle,blue,1091,789,20922
1520,pentagon,magenta,1183,478,36458
1520,quadrilateral,bright_green,412,329,26813
1521,quadrilateral,red,1900,235,7720
1521,circle,yellow,1641,918,32989
1521,triangle,blue,1097,796,20766
1521,pentagon,magenta,1198,475,36249
1521,quadrilateral,bright_green,411,291,26915
1522,quadrilateral,red,1900,229,7770
1522,circle,yellow,1675,902,33013
1522,triangle,blue,1102,802,20675
1522,pentagon,magenta,1196,475,36277
1522,quadrilateral,bright_green,411,253,26810
1523,quadrilateral,red,1899,222,8227
1523,circle,yellow,1705,884,33005
1523,triangle,blue,1106,809,20979
1523,pentagon,magenta,1185,476,36382
1523,quadrilateral,bright_green,410,215,26726
1524,quadrilateral,red,1897,216,8957
1524,circle,yellow,1731,864,33017
1524,triangle,blue,1109,816,20881
1524,pentagon,magenta,1199,472,36350
1524,quadrilateral,bright_green,409,177,26864
1525,quadrilateral,red,1896,210,9379
1525,circle,yellow,1753,843,32975
1525,triangle,blue,1112,822,20659
1525,pentagon,magenta,1214,469,36304
1525,quadrilateral,bright_green,399,181,26720
1526,quadrilateral,red,1894,204,10212
1526,circle,yellow,1773,820,32997
1526,triangle,blue,1115,829,20938
1526,pentagon,magenta,1228,466,36465
1526,quadrilateral,bright_green,389,218,26839
1527,quadrilateral,red,1892,198,11043
1527,circle,yellow,1789,797,32969
1527,triangle,blue,1118,836,20817
1527,pentagon,magenta,1242,462,36376
1527,quadrilateral,bright_green,379,256,26936
1528,quadrilateral,red,1890,192,11888
1528,circle,yellow,1802,773,33017
1528,triangle,blue,1121,842,20704
1528,pentagon,magenta,1256,459,36256
1528,quadrilateral,bright_green,369,293,26790
1529,quadrilateral,red,1888,186,12868
1529,circle,yellow,1809,749,32977
1529,triangle,blue,1124,849,21052
1529,pentagon,magenta,1270,456,36464
1529,quadrilateral,bright_green,359,332,26842
1530,quadrilateral,red,1885,181,13898
1530,circle,yellow,1812,724,33064
1530,triangle,blue,1127,855,20949
1530,pentagon,magenta,1284,452,36341
1530,quadrilateral,bright_green,349,369,26718
1531,quadrilateral,red,1883,175,14920
1531,circle,yellow,1815,699,32978
1531,triangle,blue,1130,862,20909
1531,pentagon,magenta,1298,450,36492
1531,quadrilateral,bright_green,339,407,26767
1532,quadrilateral,red,1879,170,16471
1532,circle,yellow,1817,675,33051
1532,triangle,blue,1133,868,20830
1532,pentagon,magenta,1311,446,36364
1532,quadrilateral,bright_green,329,445,26826
1533,quadrilateral,red,1876,166,17816
1533,circle,yellow,1819,650,33054
1533,triangle,blue,1137,874,20745
1533,pentagon,magenta,1325,443,36261
1533,quadrilateral,bright_green,319,481,26675
1534,quadrilateral,red,1872,162,19459
1534,circle,yellow,1820,625,32947
1534,triangle,blue,1140,880,20673
1534,pentagon,magenta,1338,439,36245
1534,quadrilateral,bright_green,309,519,26694
1535,quadrilateral,red,1868,158,21165
1535,circle,yellow,1806,601,33012
1535,triangle,blue,1144,886,20687
1535,pentagon,magenta,1350,435,36201
1535,quadrilateral,bright_green,298,557,26746
1536,quadrilateral,red,1863,154,23143
1536,circle,yellow,1792,578,33037
1536,triangle,blue,1148,892,20719
1536,pentagon,magenta,1363,431,36205
1536,quadrilateral,bright_green,286,595,26709
1537,quadrilateral,red,1859,151,24785
1537,circle,yellow,1776,555,33005
1537,triangle,blue,1152,898,20717
1537,pentagon,magenta,1375,427,36178
1537,quadrilateral,bright_green,274,631,26726
1538,quadrilateral,red,1854,148,26903
1538,circle,yellow,1760,531,33008
1538,triangle,blue,1157,904,20778
1538,pentagon,magenta,1387,423,36230
1538,quadrilateral,bright_green,262,669,26770
1539,quadrilateral,red,1850,146,28690
1539,circle,yellow,1744,508,33036
1539,triangle,blue,1162,910,20805
1539,pentagon,magenta,1399,418,36335
1539,quadrilateral,bright_green,250,707,26789
1540,quadrilateral,red,1843,144,29921
1540,circle,yellow,1726,486,33046
1540,triangle,blue,1167,915,20934
1540,pentagon,magenta,1411,414,36379
1540,quadrilateral,bright_green,238,745,26808
1541,quadrilateral,red,1833,143,29865
1541,circle,yellow,1704,464,33049
1541,triangle,blue,1173,920,20690
1541,pentagon,magenta,1422,410,36351
1541,quadrilateral,bright_green,226,781,26817
1542,quadrilateral,red,1823,142,29970
1542,circle,yellow,1678,444,33034
1542,triangle,blue,1179,925,20874
1542,pentagon,magenta,1434,406,36293
1542,quadrilateral,bright_green,217,819,26694
1543,quadrilateral,red,1813,142,30017
1543,circle,yellow,1644,429,32805
1543,triangle,blue,1186,930,20770
1543,pentagon,magenta,1446,402,36249
1543,quadrilateral,bright_green,207,857,26825
1544,quadrilateral,red,1803,142,29959
1544,polygon,yellow,1618,435,26281
1544,triangle,blue,1194,934,20745
1544,pentagon,magenta,1457,398,36296
1544,quadrilateral,bright_green,207,833,26918
1545,quadrilateral,red,1793,143,29886
1545,polygon,yellow,1604,464,22199
1545,triangle,blue,1203,937,20997
1545,pentagon,magenta,1469,395,36216
1545,quadrilateral,bright_green,209,795,26740
1546,quadrilateral,red,1783,143,29910
1546,polygon,yellow,1587,495,21980
1546,triangle,blue,1213,939,20994
1546,pentagon,magenta,1481,392,36393
1546,quadrilateral,bright_green,214,757,26794
1547,quadrilateral,red,1773,143,29945
1547,polygon,yellow,1578,520,23845
1547,triangle,blue,1223,940,20792
1547,pentagon,magenta,1494,389,36197
1547,quadrilateral,bright_green,220,719,26745
1548,quadrilateral,red,1765,146,29925
1548,polygon,yellow,1574,541,26507
1548,triangle,blue,1234,941,21015
1548,pentagon,magenta,1506,386,36275
1548,quadrilateral,bright_green,225,681,26747
1549,quadrilateral,red,1757,149,29933
1549,circle,yellow,1572,560,29263
1549,triangle,blue,1244,941,20934
1549,pentagon,magenta,1519,385,36197
1549,quadrilateral,bright_green,231,643,26713
1550,quadrilateral,red,1749,151,29981
1550,circle,yellow,1578,578,31684
1550,triangle,blue,1254,942,20843
1550,pentagon,magenta,1531,384,36420
1550,quadrilateral,bright_green,236,605,26780
1551,quadrilateral,red,1741,154,29947
1551,circle,yellow,1595,597,32991
1551,triangle,blue,1264,941,21040
1551,pentagon,magenta,1544,384,36335
1551,quadrilateral,bright_green,242,567,26704
1552,quadrilateral,red,1733,156,30000
1552,circle,yellow,1618,618,33021
1552,triangle,blue,1274,940,20877
1552,pentagon,magenta,1557,385,36261
1552,quadrilateral,bright_green,248,529,26700
1553,quadrilateral,red,1725,159,29955
1553,circle,yellow,1647,636,33008
1553,triangle,blue,1284,938,20786
1553,pentagon,magenta,1570,385,36221
1553,quadrilateral,bright_green,253,493,26726
1554,quadrilateral,red,1717,162,30014
1554,circle,yellow,1688,645,33012
1554,triangle,blue,1293,937,21033
1554,pentagon,magenta,1582,386,36471
1554,quadrilateral,bright_green,251,455,26773
1555,quadrilateral,red,1709,165,29850
1555,circle,yellow,1731,639,32980
1555,triangle,blue,1303,935,20930
1555,pentagon,magenta,1592,390,36446
1555,quadrilateral,bright_green,244,417,26791
1556,quadrilateral,red,1703,169,29973
1556,circle,yellow,1770,627,33025
1556,triangle,blue,1312,933,20858
1556,pentagon,magenta,1601,394,36308
1556,quadrilateral,bright_green,237,379,26714
1557,quadrilateral,red,1697,173,29961
1557,circle,yellow,1809,615,32996
1557,triangle,blue,1321,931,20890
1557,pentagon,magenta,1610,399,36264
1557,quadrilateral,bright_green,230,341,26738
1558,quadrilateral,red,1693,177,30051
1558,circle,yellow,1828,595,32244
1558,triangle,blue,1329,929,20986
1558,pentagon,magenta,1619,404,36554
1558,quadrilateral,bright_green,226,303,26678
1559,quadrilateral,red,1687,181,29817
1559,circle,yellow,1837,572,30604
1559,triangle,blue,1338,927,21068
1559,pentagon,magenta,1629,408,36616
1559,quadrilateral,bright_green,225,265,26659
1560,quadrilateral,red,1683,185,29857
1560,circle,yellow,1845,548,28424
1560,triangle,blue,1346,924,20761
1560,pentagon,magenta,1638,412,36612
1560,quadrilateral,bright_green,224,227,26683
1561,quadrilateral,red,1679,190,29897
1561,circle,yellow,1851,524,26409
1561,triangle,blue,1354,921,20902
1561,pentagon,magenta,1647,416,36431
1561,quadrilateral,bright_green,228,189,26797
1562,quadrilateral,red,1677,194,29945
1562,circle,yellow,1855,500,25295
1562,triangle,blue,1362,918,20692
1562,pentagon,magenta,1655,420,36352
1562,quadrilateral,bright_green,223,153,26652
1563,quadrilateral,red,1673,198,29887
1563,circle,yellow,1854,475,25389
1563,triangle,blue,1369,915,20874
1563,pentagon,magenta,1663,426,36481
1563,quadrilateral,bright_green,215,189,26663
1564,quadrilateral,red,1671,203,29802
1564,circle,yellow,1853,450,26036
1564,triangle,blue,1376,912,20741
1564,pentagon,magenta,1671,430,36331
1564,quadrilateral,bright_green,210,227,26637
1565,quadrilateral,red,1667,208,29945
1565,circle,yellow,1852,426,26015
1565,triangle,blue,1383,909,21036
1565,pentagon,magenta,1679,435,36286
1565,quadrilateral,bright_green,205,265,26684
1566,quadrilateral,red,1664,212,30006
1566,polygon,yellow,1848,400,26375
1566,triangle,blue,1389,905,20946
1566,pentagon,magenta,1686,440,36426
1566,quadrilateral,bright_green,201,303,26600
1567,quadrilateral,red,1663,216,29980
1567,polygon,yellow,1838,373,26315
1567,triangle,blue,1396,902,20861
1567,pentagon,magenta,1693,444,36292
1567,quadrilateral,bright_green,196,341,26651
1568,pentagon,red,1658,219,29099
1568,polygon,yellow,1815,345,23815
1568,triangle,blue,1402,898,20795
1568,pentagon,magenta,1699,450,36408
1568,quadrilateral,bright_green,191,379,26733
1569,pentagon,red,1650,215,26175
1569,polygon,yellow,1779,319,22206
1569,triangle,blue,1407,894,20780
1569,pentagon,magenta,1706,455,36236
1569,quadrilateral,bright_green,186,417,26643
1570,polygon,red,1643,206,21482
1570,polygon,yellow,1734,305,23796
1570,triangle,blue,1413,890,20682
1570,pentagon,magenta,1712,460,36358
1570,quadrilateral,bright_green,182,455,26675
1571,pentagon,red,1639,190,15457
1571,polygon,yellow,1691,299,26768
1571,triangle,blue,1418,887,21075
1571,pentagon,magenta,1717,466,36404
1571,quadrilateral,bright_green,177,493,26732
1572,pentagon,red,1647,170,10225
1572,circle,yellow,1655,294,30580
1572,triangle,blue,1423,883,21002
1572,pentagon,magenta,1722,471,36323
1572,quadrilateral,bright_green,172,531,26806
1573,polygon,red,1658,178,10433
1573,circle,yellow,1615,298,32996
1573,triangle,blue,1428,879,21003
1573,pentagon,magenta,1727,476,36424
1573,quadrilateral,bright_green,167,569,26681
1574,polygon,red,1668,221,16463
1574,circle,yellow,1571,295,32953
1574,triangle,blue,1433,875,20950
1574,pentagon,magenta,1732,482,36542
1574,quadrilateral,bright_green,161,607,26762
1575,polygon,red,1657,240,22954
1575,circle,yellow,1527,297,32948
1575,triangle,blue,1438,871,20894
1575,pentagon,magenta,1736,486,36377
1575,quadrilateral,bright_green,155,645,26642
1576,quadrilateral,red,1647,252,28247
1576,circle,yellow,1490,310,33029
1576,triangle,blue,1442,867,20859
1576,pentagon,magenta,1741,492,36449
